name,address,city,state,zip,latitude,longitude,website,average_tuition,top10perc,top25perc,sfratio
Denison University,100 West College Rd,Granville,OH,43023,40.072582,-82.520625,www.denison.edu,41.155,32,60,11.6
Depaul University,55 E Jackson,Chicago,IL,60604,41.923332,-87.654116,www.depaul.edu,31.44025,,,
Depauw University,313 S Locust St,Greencastle,IN,46135,39.63953,-86.863556,www.depauw.edu,37.81625,,,
Desales University,2755 Station Avenue,Center Valley,PA,18034,40.540137,-75.376549,www.desales.edu,29.6,,,
Dickinson State University,291 Campus Drive,Dickinson,ND,58601,46.882677,-102.800511,www.dickinsonstate.edu,5.64125,10,30,16.5
Doane College-Crete,1014 Boswell Avenue,Crete,NE,68333,40.622951,-96.950935,www.doane.edu,24.255,,,
Dominican University,7900 W Division Street,River Forest,IL,60305,41.902834,-87.821872,www.dom.edu/,27.215,,,
Drew University,36 Madison Ave,Madison,NJ,7940,40.760661,-74.427957,www.drew.edu,42.04125,56,84,10.2
Drexel University,3141 Chestnut St,Philadelphia,PA,19104,39.954855,-75.188745,www.drexel.edu,35.275,,,
Drury University,900 N.Benton,Springfield,MO,65802,37.219681,-93.286192,www.drury.edu,21.31675,,,
Duke University,103 Allen Bldg,Durham,NC,27708,36.002344,-78.938597,www.duke.edu,42.795,90,98,5
Duquesne University,Administration Bldg 600 Forbes Ave,Pittsburgh,PA,15282,40.437496,-79.993046,www.duq.edu,29.398,,,
Earlham College,801 National Rd West,Richmond,IN,47374,39.822278,-84.911464,www.earlham.edu,39.112,35,63,10.6
East Carolina University,East 5Th Street,Greenville,NC,27858,35.606347,-77.366199,www.ecu.edu,5.54325,14,44,13.2
East Central University,1100 E. 14Th Street,Ada,OK,74820,34.773971,-96.664517,www.ecok.edu,4.84575,,,
East Stroudsburg University Of Pennsylvania,200 Prospect Street,East Stroudsburg,PA,18301,40.996982,-75.173756,www4.esu.edu/,8.4695,,,
East Tennessee State University,807 University Pky,Johnson City,TN,37614,36.301643,-82.366954,www.etsu.edu,6.5145,15,36,14
East Texas Baptist University,One Tiger Drive,Marshall,TX,75670,32.556858,-94.376454,www.etbu.edu,21.0425,10,36,15.7
Eastern Connecticut State University,83 Windham St,Willimantic,CT,6226,41.721673,-72.218753,www.easternct.edu/,8.798,14,50,16.9
Eastern Illinois University,600 Lincoln Avenue,Charleston,IL,61920,39.483731,-88.174862,www.eiu.edu,10.64875,12,38,16.2
Eastern Kentucky University,521 Lancaster Ave,Richmond,KY,40475,37.740396,-84.301356,www.eku.edu,7.225,,,
Eastern Mennonite University,1200 Park Rd,Harrisonburg,VA,22802,38.470039,-78.878021,www.emu.edu,27.23,,,
Eastern Michigan University,202 Welch Hall,Ypsilanti,MI,48197,42.250277,-83.625156,www.emich.edu,8.863,,,
Eastern Nazarene College,23 E Elm Ave,Quincy,MA,2170,42.271221,-71.011072,www.enc.edu,25.9695,17,40,17.3
Eastern New Mexico University-Main Campus,1500 S Ave K,Portales,NM,88130,34.17826,-103.347294,www.enmu.edu,4.23875,,,
Eastern Oregon University,One University Blvd,La Grande,OR,97850,45.320392,-118.09384,www.eou.edu,7.11325,,,
Eastern University,1300 Eagle Rd,Saint Davids,PA,19087,40.052049,-75.373038,www.eastern.edu,26.4285,,,
Eastern Washington University,526 5Th Street,Cheney,WA,99004,47.491293,-117.589371,www.ewu.edu,7.43475,,,
Edgewood College,1000 Edgewood College Drive,Madison,WI,53711,43.058727,-89.422122,www.edgewood.edu,23.311,,,
Edinboro University Of Pennsylvania,219 Meadville Street,Edinboro,PA,16444,41.869978,-80.126363,www.edinboro.edu/,8.37925,,,
Edward Waters College,1658 Kings Rd,Jacksonville,FL,32209,30.34479,-81.684879,www.ewc.edu,11.08675,,,
Elizabeth City State University,1704 Weeksville Rd,Elizabeth City,NC,27909,36.277746,-76.21111,www.ecsu.edu,4.00825,,,
Elmhurst College,190 Prospect Ave,Elmhurst,IL,60126,41.899215,-87.946096,public.elmhurst.edu,30.821,,,
Elmira College,One Park Place,Elmira,NY,14901,42.096702,-76.816589,www.elmira.edu,37.2875,27,50,21.5
Elon University,100 Campus Drive,Elon,NC,27244,36.104149,-79.505632,www.elon.edu,28.45925,,,
Embry-Riddle Aeronautical University-Daytona Beach,600 S Clyde Morris Blvd,Daytona Beach,FL,32114,29.189244,-81.0495,www.erau.edu,30.4085,,,
Embry-Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301,34.616149,-112.44996,www.erau.edu,30.1085,,,
Emerson College,120 Boylston Street,Boston,MA,2116,42.351471,-71.065828,www.emerson.edu,33.5195,,,
Emory & Henry College,30461 Garnand Drive,Emory,VA,24327,36.772543,-81.831737,www.ehc.edu,27.532,30,60,13.9
Emory University,"408 Administration Building, 201 Dowman Drive",Atlanta,GA,30322,33.798836,-84.325782,www.emory.edu,41.8275,76,97,5
Emporia State University,1200 Commercial,Emporia,KS,66801,38.413154,-96.178555,www.emporia.edu,5.1185,43,79,19.3
Endicott College,376 Hale Street,Beverly,MA,1915,42.554177,-70.840729,www.endicott.edu,27.6175,,,
Erskine College,2 Washington St,Due West,SC,29639,34.330585,-82.3905,www.erskine.edu,29.15125,47,74,13.5
Eureka College,300 E. College Avenue,Eureka,IL,61530,40.713042,-89.268952,www.eureka.edu,19.08375,36,56,10.6
Evangel University,1111 N Glenstone,Springfield,MO,65802,37.220956,-93.262614,www.evangel.edu,18.52,,,
Fairleigh Dickinson University-College At Florham,285 Madison Ave,Madison,NJ,7940,40.777364,-74.435359,www.fdu.edu,35.528,,,
Fairleigh Dickinson University-Metropolitan Campus,1000 River Rd,Teaneck,NJ,7666,40.896162,-74.030023,www.fdu.edu,33.068,,,
Fairmont State University,1201 Locust Ave,Fairmont,WV,26554,39.485937,-80.162018,www.fairmontstate.edu/,5.412,,,
Farmingdale State College,2350 Broadhollow Road,Farmingdale,NY,11735,40.75408,-73.426371,www.farmingdale.edu,6.61375,,,
Fayetteville State University,1200 Murchison Rd,Fayetteville,NC,28301,35.072485,-78.894709,www.uncfsu.edu,4.1285,1,16,15.1
Felician College,262 S Main St,Lodi,NJ,7644,40.867272,-74.096452,www.felician.edu,28.47375,,,
Ferris State University,1201 S State St,Big Rapids,MI,49307,43.687632,-85.481737,www.ferris.edu/,10.171,,,
Fisher College,118 Beacon Street,Boston,MA,2116,42.355253,-71.074125,www.fisher.edu,26.182,,,
Fisk University,1000 17Th Ave North,Nashville,TN,37208,36.16912,-86.805671,www.fisk.edu,19.56775,,,
Fitchburg State University,160 Pearl St,Fitchburg,MA,1420,42.589345,-71.789354,www.fitchburgstate.edu,8.44875,,,
Florida Agricultural And Mechanical University,1500 S Martin Luther King Jr Blvd,Tallahassee,FL,32307,30.427513,-84.288441,www.famu.edu,5.348,,,
Florida Atlantic University,777 Glades Rd,Boca Raton,FL,33431,26.372421,-80.102978,www.fau.edu/,4.4195,,,
Florida College,119 N Glen Arven Ave,Temple Terrace,FL,33617,28.034911,-82.383446,www.floridacollege.edu,13.46,,,
Florida Gulf Coast University,10501 Fgcu Blvd S,Fort Myers,FL,33965,26.464338,-81.774235,www.fgcu.edu,5.67725,,,
Florida Institute Of Technology,150 West University Boulevard,Melbourne,FL,32901,28.064503,-80.624628,www.fit.edu,34.831,,,
Florida International University,11200 S. W. 8 Street,Miami,FL,33199,25.757111,-80.377591,www.fiu.edu,5.92325,42,89,13.9
Florida Southern College,111 Lake Hollingsworth Dr,Lakeland,FL,33801,28.031676,-81.945903,www.flsouthern.edu,26.6385,20,44,17.4
Florida State University,222 S. Copeland Street,Tallahassee,FL,32306,30.443222,-84.301554,www.fsu.edu,5.99325,50,90,23.1
Fontbonne University,6800 Wydown Blvd,Saint Louis,MO,63105,38.642697,-90.315712,www.fontbonne.edu,21.376,,,
Fordham University,441 E Fordham Rd,Bronx,NY,10458,40.861412,-73.889899,www.fordham.edu,41.21325,30,55,14.4
Fort Hays State University,600 Park St,Hays,KS,67601,38.872436,-99.340493,www.fhsu.edu,4.1755,,,
Fort Lewis College,1000 Rim Drive,Durango,CO,81301,37.275428,-107.867003,fortlewis.edu/,5.97525,16,35,19.1
Fort Valley State University,1005 State University Dr,Fort Valley,GA,31030,32.538163,-83.895548,www.fvsu.edu,6.0525,,,
Framingham State University,100 State Street,Framingham,MA,1701,42.297289,-71.437175,www.framingham.edu,7.70125,,,
Francis Marion University,4822 East Palmetto Street,Florence,SC,29506,34.192348,-79.654387,www.fmarion.edu,8.9335,13,38,19.1
Franciscan University Of Steubenville,1235 University Blvd,Steubenville,OH,43952,40.376086,-80.623094,www.franciscan.edu,21.72,,,
Franklin College,5700 Cromo,El Paso,TX,79912,31.81416,-106.538152,www.franklin-college.edu/index.php/en/,26.2775,29,72,12.5
Franklin Pierce University,40 University Drive,Rindge,NH,3461,42.783919,-72.05699,www.franklinpierce.edu,29.8,,,
Freed-Hardeman University,158 E Main St,Henderson,TN,38340,35.440073,-88.639418,www.fhu.edu,18.48475,20,54,16.1
Fresno Pacific University,1717 S Chestnut Ave,Fresno,CA,93702,36.726017,-119.732643,www.fresno.edu,24.9365,,,
Friends University,2100 W. University Ave.,Wichita,KS,67213,37.678455,-97.36704,www.friends.edu,21.75,,,
Frostburg State University,101 Braddock Road,Frostburg,MD,21532,39.651509,-78.933871,www.frostburg.edu,7.299,,,
Furman University,3300 Poinsett Highway,Greenville,SC,29613,34.924726,-82.439303,www.furman.edu,40.586,56,82,13.5
Gallaudet University,"800 Florida Ave, Ne",Washington,DC,20002,38.907371,-76.993675,www.gallaudet.edu,12.4545,,,
Gannon University,109 W Sixth St,Erie,PA,16541,42.128243,-80.086619,www.gannon.edu,26.044,24,57,13.3
Gardner-Webb University,Main St,Boiling Springs,NC,28017,35.24732,-81.668141,www.gardner-webb.edu,24.05,,,
Geneva College,3200 College Ave,Beaver Falls,PA,15010,40.772204,-80.321051,www.geneva.edu,23.8165,19,39,20.1
George Fox University,414 N Meridian St,Newberg,OR,97132,45.303062,-122.967466,www.georgefox.edu,29.675,,,
George Mason University,4400 University Dr,Fairfax,VA,22030,38.83088,-77.30794,www.gmu.edu,9.3695,17,29,19.3
George Washington University,"2121 I Street, Nw",Washington,DC,20052,38.899096,-77.046277,www.gwu.edu,45.044,38,71,7.6
Georgetown College,400 East College Street,Georgetown,KY,40324,38.207486,-84.554681,www.georgetowncollege.edu,30.005,30,55,13.3
Georgetown University,37Th And O St Nw,Washington,DC,20057,38.908809,-77.073463,www.georgetown.edu,42.31775,71,93,7.2
Georgia Institute Of Technology-Main Campus,225 North Ave,Atlanta,GA,30332,33.773732,-84.396019,www.gatech.edu,9.779,,,
Georgia Southern University,"Brannen Hall, 2670 Southern Drive",Statesboro,GA,30460,32.419854,-81.779936,www.georgiasouthern.edu,5.706,,,
Georgia Southwestern State University,800 Georgia Southwestern State University Dr.,Americus,GA,31709,32.058198,-84.217755,gsw.edu/main/,4.79725,,,
Georgia State University,33 Gilmer St,Atlanta,GA,30303,33.7527,-84.38667,www.gsu.edu,8.65825,9,24,19
Georgian Court University,900 Lakewood Ave,Lakewood,NJ,8701,40.099677,-74.227463,www.georgian.edu,27.9515,,,
Gonzaga University,E 502 Boone Ave,Spokane,WA,99258,47.668144,-117.403062,www.gonzaga.edu,32.96525,31,67,14.7
Gordon College,255 Grapevine Rd,Wenham,MA,1984,42.588173,-70.819133,www.gordon.edu,31.3535,25,54,14.2
Goshen College,1700 S Main St,Goshen,IN,46526,41.561978,-85.824902,www.goshen.edu,26.4,26,51,9.9
Grace College And Theological Seminary,200 Seminary Dr,Winona Lake,IN,46590,41.226744,-85.812716,www.grace.edu,22.8765,,,
Grace University,1311 S 9Th St,Omaha,NE,68108,41.244506,-95.928236,www.graceuniversity.edu,17.014,,,
Graceland University-Lamoni,1 University Place,Lamoni,IA,50140,40.615966,-93.924893,www.graceland.edu,22.245,,,
Grambling State University,403 Main Street,Grambling,LA,71245,32.522702,-92.717367,www.gram.edu,5.13425,,,
Grand Valley State University,1 Campus Dr,Allendale,MI,49401,42.965208,-85.887519,www.gvsu.edu,9.8995,20,60,20.6
Grand View University,1200 Grandview Ave,Des Moines,IA,50316,41.620205,-93.602789,www.grandview.edu,21.4235,,,
Greensboro College,815 W Market St,Greensboro,NC,27401,36.071082,-79.800232,www.greensboro.edu,25.2365,10,31,13
Greenville College,315 E. College Ave,Greenville,IL,62246,38.895343,-89.408977,www.greenville.edu,22.4135,20,46,14.3
Grinnell College,1121 Park Street,Grinnell,IA,50112,41.746363,-92.721432,www.grinnell.edu,40.488,56,91,9.5
Guilford College,5800 W Friendly Avenue,Greensboro,NC,27410,36.092563,-79.888848,www.guilford.edu,30.77,18,44,15.6
Hamilton College,198 College Hill Rd,Clinton,NY,13323,43.054248,-75.407996,www.hamilton.edu,43.5875,40,82,9.6
Hamline University,1536 Hewitt Avenue,Saint Paul,MN,55104,44.965696,-93.163983,www.hamline.edu,32.83575,34,73,13
Hampden-Sydney College,College Road,Hampden-Sydney,VA,23943,37.242482,-78.461371,www.hsc.edu,34.82125,,,
Hampton University,E Queen Street,Hampton,VA,23668,37.021502,-76.331933,www.hamptonu.edu,19.3335,25,63,14
Hannibal-Lagrange University,2800 Palmyra Rd,Hannibal,MO,63401,39.730785,-91.391423,www.hlg.edu,17.397,,,
Hardin-Simmons University,2200 Hickory,Abilene,TX,79698,32.476786,-99.733815,www.hsutx.edu,22.3675,16,40,13.7
Harding University,915 E. Market Ave.,Searcy,AR,72143,35.247345,-91.726034,www.harding.edu,15.015,35,75,17.7
Hartwick College,One Hartwick Drive,Oneonta,NY,13820,42.459178,-75.071684,www.hartwick.edu/x12933.xml,36.765,22,49,12.3
Harvard University,Massachusetts Hall,Cambridge,MA,2138,42.374172,-71.118234,www.harvard.edu,40.131,90,100,9.9
Harvey Mudd College,301 Platt Blvd.,Claremont,CA,91711,34.105717,-117.709758,www.hmc.edu,43.43775,95,100,8.2
Hastings College,710 N Turner Ave,Hastings,NE,68901,40.590448,-98.373641,www.hastings.edu,24.1935,22,52,13
Haverford College,370  Lancaster Ave,Haverford,PA,19041,40.013368,-75.302562,www.haverford.edu,42.99,,,
Hawaii Pacific University,"1164 Bishop Street, Suite 800",Honolulu,HI,96813,21.31041,-157.859513,www.hpu.edu,17.8025,,,
Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999,34.127792,-93.060313,www.hsu.edu,7.1525,,,
Hendrix College,1600 Washington Ave,Conway,AR,72032,35.09972,-92.442021,www.hendrix.edu,35.0715,52,87,13.1
Hiram College,Hinsdale Hall Third Floor,Hiram,OH,44234,41.310998,-81.141552,www.hiram.edu,29.14125,37,66,10.6
Hofstra University,100 Hofstra University,Hempstead,NY,11549,40.715959,-73.60078,www.hofstra.edu,34.825,25,63,13.9
Hollins University,7916 Williamson Rd Nw,Roanoke,VA,24020,37.354629,-79.942196,www.hollins.edu,31.41875,,,
Holy Cross College,54515 State Road 933 North,Notre Dame,IN,46556,41.699982,-86.253668,www.hcc-nd.edu,23.2375,,,
Holy Family University,9801 Frankford Avenue,Philadelphia,PA,19114,40.060581,-74.986451,www.holyfamily.edu,25.2125,,,
Holy Names University,3500 Mountain Blvd,Oakland,CA,94619,37.803118,-122.1873,www.hnu.edu,30.935,,,
Hood College,401 Rosemont Ave,Frederick,MD,21701,39.421908,-77.419282,www.hood.edu,31.625,36,64,14.4
Hope College,141 E 12Th St,Holland,MI,49423,42.788052,-86.105375,www.hope.edu,27.49,37,69,12.5
Hope International University,2500 E Nutwood Ave,Fullerton,CA,92831,33.877439,-117.885129,www.hiu.edu,24.657,,,
Houghton College,1 Willard Ave,Houghton,NY,14744,42.426841,-78.156882,www.houghton.edu,26.5265,30,70,15
Houston Baptist University,7502 Fondren Rd,Houston,TX,77074,29.693819,-95.515954,www.hbu.edu,25.8375,,,
Howard Payne University,1000 Fisk St.,Brownwood,TX,76801,31.716099,-98.985636,www.hputx.edu,21.8525,,,
Howard University,2400 Sixth St Nw,Washington,DC,20059,38.920739,-77.019478,www.howard.edu,20.91425,,,
Humboldt State University,1 Harpst Street,Arcata,CA,95521,40.875452,-124.077255,www.humboldt.edu,6.77275,,,
Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106,32.350939,-86.285313,www.huntingdon.edu,22.245,26,47,11.4
Huntington University,2303 College Ave,Huntington,IN,46750,40.89907,-85.499624,www.huntington.edu,23.34,,,
Husson University,1 College Circle,Bangor,ME,4401,44.829002,-68.791476,www.husson.edu,14.38875,,,
Huston-Tillotson University,900 Chicon St,Austin,TX,78702,30.264672,-97.721698,www.htu.edu,12.852,,,
Illinois College,1101 W College Ave,Jacksonville,IL,62650,39.730783,-90.246591,www.ic.edu,25.4125,28,63,15.6
Illinois Institute Of Technology,3300 S Federal St,Chicago,IL,60616,41.833801,-87.628346,www.iit.edu,36.4135,,,
Illinois State University,North And School Streets,Normal,IL,61790,40.509724,-88.99234,illinoisstate.edu/,12.24625,10,35,21
Illinois Wesleyan University,1312 N Park St,Bloomington,IL,61702,40.491393,-88.991307,www.iwu.edu,37.2745,55,86,12.9
Immaculata University,1145 King Rd,Immaculata,PA,19345,40.027963,-75.57063,www.immaculata.edu,29.115,,,
Indiana State University,210 N 7Th St,Terre Haute,IN,47809,39.469073,-87.407846,www.indstate.edu,8.0125,10,31,16.6
Indiana University-Bloomington,107 South Indiana Ave.,Bloomington,IN,47405,39.167739,-86.523585,www.iub.edu,9.6985,,,
Indiana University-Purdue University-Fort Wayne,2101 E Coliseum Blvd,Fort Wayne,IN,46805,41.115418,-85.111747,www.ipfw.edu,6.7855,,,
Indiana University-Purdue University-Indianapolis,425 University Blvd,Indianapolis,IN,46202,39.772948,-86.172217,www.iupui.edu,8.37225,,,
Indiana University-South Bend,1700 Mishawaka Ave,South Bend,IN,46634,41.664485,-86.21996,iusb.edu/,6.58525,,,
Indiana University-Southeast,4201 Grant Line Rd,New Albany,IN,47150,38.343171,-85.8189,ius.edu/,6.451,,,
Indiana University Of Pennsylvania-Main Campus,1011 South Dr 201 Sutton Hall,Indiana,PA,15705,40.615589,-79.159869,www.iup.edu,8.42125,,,
Indiana Wesleyan University,4201 S Washington St,Marion,IN,46953,40.518495,-85.661991,www.indwes.edu,22.4905,20,48,39.8
Iona College,715 North Ave,New Rochelle,NY,10801,40.926678,-73.786492,www.iona.edu,30.838,13,33,16
Iowa State University,3410 Beardshear Hall,Ames,IA,50011,42.025303,-93.65024,www.iastate.edu,7.48375,26,59,19.2
Iowa Wesleyan College,601 N Main Street,Mount Pleasant,IA,52641,40.973689,-91.552588,www.iwc.edu,23.765,,,
Jackson State University,1440 J R Lynch St,Jackson,MS,39217,32.296781,-90.20663,www.jsums.edu,5.584,,,
Jacksonville State University,700 Pelham Road North,Jacksonville,AL,36265,33.822164,-85.766406,www.jsu.edu/,6.249,,,
Jacksonville University,2800 University Blvd N,Jacksonville,FL,32211,30.350843,-81.606507,www.jacksonville.edu,28.375,,,
James Madison University,800 South Main Street,Harrisonburg,VA,22807,38.435332,-78.871663,www.jmu.edu/,8.573,32,72,17.9
John Brown University,2000 W University St,Siloam Springs,AR,72761,36.191572,-94.558679,www.jbu.edu,21.261,24,53,13.3
John Carroll University,1 John Carroll Boulevard,University Heights,OH,44118,41.490047,-81.532953,www.jcu.edu/index.php,32.405,27,57,14.5
Johns Hopkins University,"3400 N Charles St, Mason Hall",Baltimore,MD,21218,39.329808,-76.620723,www.jhu.edu,42.955,75,94,3.3
Johnson C Smith University,100 Beatties Ford Road,Charlotte,NC,28216,35.243033,-80.857251,www.jcsu.edu,17.5955,,,
Johnson State College,337 College Hill,Johnson,VT,5656,44.641736,-72.671154,www.jsc.edu,9.65175,3,13,14.4
Judson University,1151 N State St,Elgin,IL,60123,42.059125,-88.289368,www.judsonu.edu,26.355,,,
Kansas Wesleyan University,100 E. Claflin Ave.,Salina,KS,67401,38.813445,-97.609452,www.kwu.edu,22.0,16,40,12.4
Kean University,1000 Morris Ave,Union,NJ,7083,40.679429,-74.234668,www.kean.edu,10.3835,,,
Keene State College,229 Main Street,Keene,NH,3435,42.925999,-72.281433,www.keene.edu,11.873,5,19,16.1
Kennesaw State University,1000 Chastain Rd,Kennesaw,GA,30144,34.03629,-84.58083,www.kennesaw.edu,5.4305,,,
Kent State University At Kent,"Executive Office, 2Nd Floor Library",Kent,OH,44242,41.151603,-81.337128,www.kent.edu,9.466,,,
Kentucky State University,400 East Main Street,Frankfort,KY,40601,38.201427,-84.855402,www.kysu.edu,5.925,,,
Kentucky Wesleyan College,3000 Frederica Street,Owensboro,KY,42301,37.744582,-87.121857,www.kwc.edu,19.815,20,49,11.3
Kettering University,1700 University Avenue,Flint,MI,48504,43.013493,-83.713249,www.kettering.edu,32.185,,,
Keystone College,One College Green,La Plume,PA,18440,41.558969,-75.777456,www.keystone.edu,20.085,,,
Kutztown University Of Pennsylvania,15200 Kutztown Rd,Kutztown,PA,19530,40.513324,-75.785331,www2.kutztown.edu/,8.3765,,,
Kuyper College,3333 East Beltline Ave Ne,Grand Rapids,MI,49525,43.02195,-85.592657,www.kuyper.edu,17.58,,,
La Roche College,9000 Babcock Blvd,Pittsburgh,PA,15237,40.569898,-80.013295,www.laroche.edu,23.618,10,41,14.2
La Salle University,1900 W Olney Ave,Philadelphia,PA,19141,40.038673,-75.151926,www.lasalle.edu,35.9475,20,56,15.1
La Sierra University,4500 Riverwalk Parkway,Riverside,CA,92515,33.913688,-117.501354,www.lasierra.edu,27.63225,,,
Lagrange College,601 Broad Street,Lagrange,GA,30240,33.039208,-85.043604,www.lagrange.edu,23.908,,,
Lake Forest College,555 N Sheridan Road,Lake Forest,IL,60045,42.249802,-87.828952,www.lakeforest.edu,37.64675,31,70,10.7
Lake Superior State University,650 W Easterday Ave,Sault Ste Marie,MI,49783,46.492664,-84.364548,www.lssu.edu,9.432,,,
Lakeland College,"W3718 South Drive, Cth M",Plymouth,WI,53073,43.841264,-87.884347,www.lakeland.edu,21.0155,24,47,17.2
Lamar University,4400 Mlk Blvd,Beaumont,TX,77705,30.044274,-94.073389,www.lamar.edu,7.74325,10,27,18.4
Lander University,320 Stanley Avenue,Greenwood,SC,29649,34.201143,-82.166351,www.lander.edu,9.6375,9,33,17
Lane College,545 Lane Ave,Jackson,TN,38301,35.628121,-88.806766,www.lanecollege.edu,8.49,,,
Lasell College,1844 Commonwealth Avenue,Newton,MA,2466,42.342817,-71.244255,www.lasell.edu/,28.125,,,
Lawrence Technological University,21000 West Ten Mile Road,Southfield,MI,48075,42.474072,-83.25003,www.ltu.edu,26.93225,,,
Le Moyne-Owen College,807 Walker Ave,Memphis,TN,38126,35.118641,-90.034101,www.loc.edu,10.489,,,
Le Moyne College,1419 Salt Springs Rd,Syracuse,NY,13214,43.048763,-76.087507,www.lemoyne.edu,28.91,21,76,13.3
Lebanon Valley College,101 N College Ave,Annville,PA,17003,40.331733,-76.513753,www.lvc.edu,33.7475,28,56,12.3
Lee University,1120 N Ocoee St,Cleveland,TN,37311,35.166166,-84.870018,www.leeuniversity.edu,13.005,,,
Lehigh University,27 Memorial Drive West,Bethlehem,PA,18015,40.606626,-75.377095,www.lehigh.edu,41.62,40,84,12.5
Lenoir-Rhyne University,625 7Th Avenue Ne,Hickory,NC,28601,35.739968,-81.327598,www.lr.edu,27.2105,,,
Lesley University,29 Everett St,Cambridge,MA,2138,42.380464,-71.116755,www.lesley.edu,31.005,,,
Letourneau University,2100 S Mobberly Ave,Longview,TX,75607,32.467658,-94.72726,www.letu.edu,23.9625,,,
Lewis & Clark College,0615 S W Palatine Hill Rd,Portland,OR,97219,45.451539,-122.670336,www.lclark.edu/,39.3475,,,
Lewis University,One University Parkway,Romeoville,IL,60446,41.605432,-88.079032,www.lewisu.edu,25.275,12,31,14.3
Liberty University,1971 University Blvd,Lynchburg,VA,24502,37.350345,-79.179688,www.liberty.edu,19.4885,,,
Limestone College,1115 College Drive,Gaffney,SC,29340,35.055651,-81.649832,www.limestone.edu,20.57,,,
Lincoln Memorial University,6965 Cumberland Gap Pky,Harrogate,TN,37752,36.580111,-83.659467,www.lmunet.edu,18.0375,21,55,14.6
Lincoln University Of Pennsylvania,1570 Baltimore Pike,Lincoln University,PA,19352,39.807725,-75.928273,www.lincoln.edu,9.232,,,
Lindenwood University,209 S Kingshighway,Saint Charles,MO,63301,38.786679,-90.501718,www.lindenwood.edu,14.3225,,,
Lipscomb University,One University Park Drive,Nashville,TN,37204,36.10469,-86.799304,www.lipscomb.edu,24.0855,,,
Lock Haven University,401 North Fairview Street,Lock Haven,PA,17745,41.141775,-77.462266,www.lhup.edu,8.3105,,,
Longwood University,201 High St,Farmville,VA,23909,37.301073,-78.395789,www.longwood.edu,10.65375,,,
Loras College,1450 Alta Vista,Dubuque,IA,52004,42.503908,-90.679023,www.loras.edu,27.6315,20,39,14.2
Louisiana College,1140 College Dr,Pineville,LA,71359,31.322286,-92.425567,www.lacollege.edu,13.5775,33,61,10.5
Louisiana State University-Alexandria,8100 Hwy 71 South,Alexandria,LA,71302,31.178616,-92.414409,www.lsua.edu,4.54325,,,
Louisiana State University And Agricultural & Mechanical College,156 Thomas Boyd Hall,Baton Rouge,LA,70803,30.412739,-91.180727,www.lsu.edu,6.745,,,
Louisiana Tech University,305 Wisteria,Ruston,LA,71272,32.525518,-92.64964,www.latech.edu,6.32925,22,45,20
Loyola Marymount University,One Lmu Drive,Los Angeles,CA,90045,33.970855,-118.415745,www.lmu.edu,38.45925,42,64,14.2
Loyola University Chicago,1032 W. Sheridan Rd,Chicago,IL,60660,41.999161,-87.657399,www.luc.edu,33.88975,25,55,6.2
Loyola University Maryland,4501 N Charles St,Baltimore,MD,21210,39.346044,-76.623417,www.loyola.edu,41.475,,,
Lubbock Christian University,5601 19Th Street,Lubbock,TX,79407,33.576273,-101.934816,www.lcu.edu,17.3875,,,
Lynchburg College,1501 Lakeside Dr,Lynchburg,VA,24501,37.397678,-79.184153,www.lynchburg.edu,31.57,3,21,12.4
Lyndon State College,1001 College Rd,Lyndonville,VT,5851,44.534165,-72.024597,www.lyndonstate.edu,9.6785,6,20,12.6
Lynn University,3601 N. Military Trail,Boca Raton,FL,33431,26.382777,-80.123851,www.lynn.edu,32.2,,,
Lyon College,2300 Highland Road,Batesville,AR,72501,35.778163,-91.626188,www.lyon.edu,22.8545,,,
Macalester College,1600 Grand Ave,Saint Paul,MN,55105,44.936632,-93.169151,www.macalester.edu,42.787,56,86,11.9
Macmurray College,447 East College Ave,Jacksonville,IL,62650,39.731838,-90.223198,www.mac.edu,20.8775,,,
Madonna University,36600 Schoolcraft Rd,Livonia,MI,48150,42.387072,-83.407458,www.madonna.edu,15.045,,,
Maine Maritime Academy,C3,Castine,ME,4420,44.3873,-68.803214,www.mainemaritime.edu,11.32625,,,
Malone University,2600 Cleveland Avenue Nw,Canton,OH,44709,40.825398,-81.377861,www.malone.edu,24.0195,,,
Manchester University,604 E. College Ave,North Manchester,IN,46962,41.010549,-85.762643,www.manchester.edu,26.384,,,
Manhattan College,4513 Manhattan College Parkway,Riverdale,NY,10471,40.889756,-73.901893,www.manhattan.edu,31.22,20,63,13.6
Manhattanville College,2900 Purchase St,Purchase,NY,10577,41.032183,-73.715636,www.manhattanville.edu,35.115,21,54,11.3
Mansfield University Of Pennsylvania,Academy Street,Mansfield,PA,16933,41.807946,-77.071527,www.mansfield.edu,8.7075,,,
Marian University,45 S National Ave,Fond Du Lac,WI,54935,43.777411,-88.420638,www.marianuniversity.edu,26.665,,,
Marian University,45 S National Ave,Fond Du Lac,WI,54935,43.777411,-88.420638,www.marianuniversity.edu,26.665,,,
Marietta College,Irvine Bldg,Marietta,OH,45750,39.417638,-81.450038,www.marietta.edu,30.23,27,60,13.2
